Name,Timestamp,Time,Interval,KW
SMYRNASOLAR,06082019,1900,60,kw
SMYRNASOLAR,06082019,2000,60,kw
SMYRNASOLAR,06082019,2100,60,kw
SMYRNASOLAR,06082019,2200,60,kw
SMYRNASOLAR,06082019,2300,60,kw
SMYRNASOLAR,06082019,0000,60,kw
SMYRNASOLAR,07082019,0100,60,kw
SMYRNASOLAR,07082019,0200,60,kw
SMYRNASOLAR,07082019,0300,60,kw
SMYRNASOLAR,07082019,0400,60,kw
SMYRNASOLAR,07082019,0500,60,kw
SMYRNASOLAR,07082019,0600,60,kw
SMYRNASOLAR,07082019,0700,60,kw
SMYRNASOLAR,07082019,0800,60,kw
SMYRNASOLAR,07082019,0900,60,kw
SMYRNASOLAR,07082019,1000,60,kw
SMYRNASOLAR,07082019,1100,60,kw
SMYRNASOLAR,07082019,1200,60,kw
SMYRNASOLAR,07082019,1300,60,kw
SMYRNASOLAR,07082019,1400,60,kw
SMYRNASOLAR,07082019,1500,60,kw
SMYRNASOLAR,07082019,1600,60,kw
SMYRNASOLAR,07082019,1700,60,kw
SMYRNASOLAR,07082019,1800,60,kw
SMYRNASOLAR,07082019,1900,60,kw
SMYRNASOLAR,07082019,2000,60,kw
SMYRNASOLAR,07082019,2100,60,kw
SMYRNASOLAR,07082019,2200,60,kw
SMYRNASOLAR,07082019,2300,60,kw
SMYRNASOLAR,07082019,0000,60,kw
SMYRNASOLAR,08082019,0100,60,kw
SMYRNASOLAR,08082019,0200,60,kw
SMYRNASOLAR,08082019,0300,60,kw
SMYRNASOLAR,08082019,0400,60,kw
SMYRNASOLAR,08082019,0500,60,kw
SMYRNASOLAR,08082019,0600,60,kw
SMYRNASOLAR,08082019,0700,60,kw
SMYRNASOLAR,08082019,0800,60,kw
SMYRNASOLAR,08082019,0900,60,kw
SMYRNASOLAR,08082019,1000,60,kw
SMYRNASOLAR,08082019,1100,60,kw
SMYRNASOLAR,08082019,1200,60,kw
SMYRNASOLAR,08082019,1300,60,kw
SMYRNASOLAR,08082019,1400,60,kw
SMYRNASOLAR,08082019,1500,60,kw
SMYRNASOLAR,08082019,1600,60,kw
SMYRNASOLAR,08082019,1700,60,kw
SMYRNASOLAR,08082019,1800,60,kw
SMYRNASOLAR,08082019,1900,60,kw
SMYRNASOLAR,08082019,2000,60,kw
SMYRNASOLAR,08082019,2100,60,kw
SMYRNASOLAR,08082019,2200,60,kw
SMYRNASOLAR,08082019,2300,60,kw
SMYRNASOLAR,08082019,0000,60,kw
SMYRNASOLAR,09082019,0100,60,kw
SMYRNASOLAR,09082019,0200,60,kw
SMYRNASOLAR,09082019,0300,60,kw
SMYRNASOLAR,09082019,0400,60,kw
SMYRNASOLAR,09082019,0500,60,kw
SMYRNASOLAR,09082019,0600,60,kw
SMYRNASOLAR,09082019,0700,60,kw
SMYRNASOLAR,09082019,0800,60,kw
SMYRNASOLAR,09082019,0900,60,kw
SMYRNASOLAR,09082019,1000,60,kw
SMYRNASOLAR,09082019,1100,60,kw
SMYRNASOLAR,09082019,1200,60,kw
SMYRNASOLAR,09082019,1300,60,kw
SMYRNASOLAR,09082019,1400,60,kw
SMYRNASOLAR,09082019,1500,60,kw
SMYRNASOLAR,09082019,1600,60,kw
SMYRNASOLAR,09082019,1700,60,kw
SMYRNASOLAR,09082019,1800,60,kw
SMYRNASOLAR,09082019,1900,60,kw
SMYRNASOLAR,09082019,2000,60,kw
SMYRNASOLAR,09082019,2100,60,kw
SMYRNASOLAR,09082019,2200,60,kw
SMYRNASOLAR,09082019,2300,60,kw
SMYRNASOLAR,09082019,0000,60,kw
SMYRNASOLAR,10082019,0100,60,kw
SMYRNASOLAR,10082019,0200,60,kw
SMYRNASOLAR,10082019,0300,60,kw
SMYRNASOLAR,10082019,0400,60,kw
SMYRNASOLAR,10082019,0500,60,kw
SMYRNASOLAR,10082019,0600,60,kw
SMYRNASOLAR,10082019,0700,60,kw
SMYRNASOLAR,10082019,0800,60,kw
SMYRNASOLAR,10082019,0900,60,kw
SMYRNASOLAR,10082019,1000,60,kw
SMYRNASOLAR,10082019,1100,60,kw
SMYRNASOLAR,10082019,1200,60,kw
SMYRNASOLAR,10082019,1300,60,kw
SMYRNASOLAR,10082019,1400,60,kw
SMYRNASOLAR,10082019,1500,60,kw
SMYRNASOLAR,10082019,1600,60,kw
SMYRNASOLAR,10082019,1700,60,kw
SMYRNASOLAR,10082019,1800,60,kw
SMYRNASOLAR,10082019,1900,60,kw
SMYRNASOLAR,10082019,2000,60,kw
SMYRNASOLAR,10082019,2100,60,kw
SMYRNASOLAR,10082019,2200,60,kw
SMYRNASOLAR,10082019,2300,60,kw
SMYRNASOLAR,10082019,0000,60,kw
SMYRNASOLAR,11082019,0100,60,kw
SMYRNASOLAR,11082019,0200,60,kw
SMYRNASOLAR,11082019,0300,60,kw
SMYRNASOLAR,11082019,0400,60,kw
SMYRNASOLAR,11082019,0500,60,kw
SMYRNASOLAR,11082019,0600,60,kw
SMYRNASOLAR,11082019,0700,60,kw
SMYRNASOLAR,11082019,0800,60,kw
SMYRNASOLAR,11082019,0900,60,kw
SMYRNASOLAR,11082019,1000,60,kw
SMYRNASOLAR,11082019,1100,60,kw
SMYRNASOLAR,11082019,1200,60,kw
SMYRNASOLAR,11082019,1300,60,kw
SMYRNASOLAR,11082019,1400,60,kw
SMYRNASOLAR,11082019,1500,60,kw
SMYRNASOLAR,11082019,1600,60,kw
SMYRNASOLAR,11082019,1700,60,kw
SMYRNASOLAR,11082019,1800,60,kw
SMYRNASOLAR,11082019,1900,60,kw
SMYRNASOLAR,11082019,2000,60,kw
SMYRNASOLAR,11082019,2100,60,kw
SMYRNASOLAR,11082019,2200,60,kw
SMYRNASOLAR,11082019,2300,60,kw
SMYRNASOLAR,11082019,0000,60,kw
SMYRNASOLAR,12082019,0100,60,kw
SMYRNASOLAR,12082019,0200,60,kw
SMYRNASOLAR,12082019,0300,60,kw
SMYRNASOLAR,12082019,0400,60,kw
SMYRNASOLAR,12082019,0500,60,kw
SMYRNASOLAR,12082019,0600,60,kw
SMYRNASOLAR,12082019,0700,60,kw
SMYRNASOLAR,12082019,0800,60,kw
SMYRNASOLAR,12082019,0900,60,kw
SMYRNASOLAR,12082019,1000,60,kw
SMYRNASOLAR,12082019,1100,60,kw
SMYRNASOLAR,12082019,1200,60,kw
SMYRNASOLAR,12082019,1300,60,kw
SMYRNASOLAR,12082019,1400,60,kw
SMYRNASOLAR,12082019,1500,60,kw
SMYRNASOLAR,12082019,1600,60,kw
SMYRNASOLAR,12082019,1700,60,kw
SMYRNASOLAR,12082019,1800,60,kw
SMYRNASOLAR,12082019,1900,60,kw
SMYRNASOLAR,12082019,2000,60,kw
SMYRNASOLAR,12082019,2100,60,kw
SMYRNASOLAR,12082019,2200,60,kw
SMYRNASOLAR,12082019,2300,60,kw
SMYRNASOLAR,12082019,0000,60,kw
SMYRNASOLAR,13082019,0100,60,kw
SMYRNASOLAR,13082019,0200,60,kw
SMYRNASOLAR,13082019,0300,60,kw
SMYRNASOLAR,13082019,0400,60,kw
SMYRNASOLAR,13082019,0500,60,kw
SMYRNASOLAR,13082019,0600,60,kw
SMYRNASOLAR,13082019,0700,60,kw
SMYRNASOLAR,13082019,0800,60,kw
SMYRNASOLAR,13082019,0900,60,kw
SMYRNASOLAR,13082019,1000,60,kw
SMYRNASOLAR,13082019,1100,60,kw
SMYRNASOLAR,13082019,1200,60,kw
SMYRNASOLAR,13082019,1300,60,kw
SMYRNASOLAR,13082019,1400,60,kw
SMYRNASOLAR,13082019,1500,60,kw
SMYRNASOLAR,13082019,1600,60,kw
SMYRNASOLAR,13082019,1700,60,kw
SMYRNASOLAR,13082019,1800,60,kw
SMYRNASOLAR,13082019,1900,60,kw
SMYRNASOLAR,13082019,2000,60,kw
SMYRNASOLAR,13082019,2100,60,kw
SMYRNASOLAR,13082019,2200,60,kw
SMYRNASOLAR,13082019,2300,60,kw
SMYRNASOLAR,13082019,0000,60,kw
SMYRNASOLAR,14082019,0100,60,kw
SMYRNASOLAR,14082019,0200,60,kw
SMYRNASOLAR,14082019,0300,60,kw
SMYRNASOLAR,14082019,0400,60,kw
SMYRNASOLAR,14082019,0500,60,kw
SMYRNASOLAR,14082019,0600,60,kw
SMYRNASOLAR,14082019,0700,60,kw
SMYRNASOLAR,14082019,0800,60,kw
SMYRNASOLAR,14082019,0900,60,kw
SMYRNASOLAR,14082019,1000,60,kw
SMYRNASOLAR,14082019,1100,60,kw
SMYRNASOLAR,14082019,1200,60,kw
SMYRNASOLAR,14082019,1300,60,kw
SMYRNASOLAR,14082019,1400,60,kw
SMYRNASOLAR,14082019,1500,60,kw
SMYRNASOLAR,14082019,1600,60,kw
SMYRNASOLAR,14082019,1700,60,kw
SMYRNASOLAR,14082019,1800,60,kw
SMYRNASOLAR,14082019,1900,60,kw
SMYRNASOLAR,14082019,2000,60,kw
SMYRNASOLAR,14082019,2100,60,kw
SMYRNASOLAR,14082019,2200,60,kw
SMYRNASOLAR,14082019,2300,60,kw
SMYRNASOLAR,14082019,0000,60,kw
SMYRNASOLAR,15082019,0100,60,kw
SMYRNASOLAR,15082019,0200,60,kw
SMYRNASOLAR,15082019,0300,60,kw
SMYRNASOLAR,15082019,0400,60,kw
SMYRNASOLAR,15082019,0500,60,kw
SMYRNASOLAR,15082019,0600,60,kw
SMYRNASOLAR,15082019,0700,60,kw
SMYRNASOLAR,15082019,0800,60,kw
SMYRNASOLAR,15082019,0900,60,kw
SMYRNASOLAR,15082019,1000,60,kw
SMYRNASOLAR,15082019,1100,60,kw
SMYRNASOLAR,15082019,1200,60,kw
SMYRNASOLAR,15082019,1300,60,kw
SMYRNASOLAR,15082019,1400,60,kw
SMYRNASOLAR,15082019,1500,60,kw
SMYRNASOLAR,15082019,1600,60,kw
SMYRNASOLAR,15082019,1700,60,kw
SMYRNASOLAR,15082019,1800,60,kw
SMYRNASOLAR,15082019,1900,60,kw
SMYRNASOLAR,15082019,2000,60,kw
SMYRNASOLAR,15082019,2100,60,kw
SMYRNASOLAR,15082019,2200,60,kw
SMYRNASOLAR,15082019,2300,60,kw
SMYRNASOLAR,15082019,0000,60,kw
SMYRNASOLAR,16082019,0100,60,kw
SMYRNASOLAR,16082019,0200,60,kw
SMYRNASOLAR,16082019,0300,60,kw
SMYRNASOLAR,16082019,0400,60,kw
SMYRNASOLAR,16082019,0500,60,kw
SMYRNASOLAR,16082019,0600,60,kw
SMYRNASOLAR,16082019,0700,60,kw
SMYRNASOLAR,16082019,0800,60,kw
SMYRNASOLAR,16082019,0900,60,kw
SMYRNASOLAR,16082019,1000,60,kw
SMYRNASOLAR,16082019,1100,60,kw
SMYRNASOLAR,16082019,1200,60,kw
SMYRNASOLAR,16082019,1300,60,kw
SMYRNASOLAR,16082019,1400,60,kw
SMYRNASOLAR,16082019,1500,60,kw
SMYRNASOLAR,16082019,1600,60,kw
SMYRNASOLAR,16082019,1700,60,kw
SMYRNASOLAR,16082019,1800,60,kw
SMYRNASOLAR,16082019,1900,60,kw
SMYRNASOLAR,16082019,2000,60,kw
SMYRNASOLAR,16082019,2100,60,kw
SMYRNASOLAR,16082019,2200,60,kw
SMYRNASOLAR,16082019,2300,60,kw
SMYRNASOLAR,16082019,0000,60,kw
SMYRNASOLAR,17082019,0100,60,kw
SMYRNASOLAR,17082019,0200,60,kw
SMYRNASOLAR,17082019,0300,60,kw
SMYRNASOLAR,17082019,0400,60,kw
SMYRNASOLAR,17082019,0500,60,kw
SMYRNASOLAR,17082019,0600,60,kw
SMYRNASOLAR,17082019,0700,60,kw
SMYRNASOLAR,17082019,0800,60,kw
SMYRNASOLAR,17082019,0900,60,kw
SMYRNASOLAR,17082019,1000,60,kw
SMYRNASOLAR,17082019,1100,60,kw
SMYRNASOLAR,17082019,1200,60,kw
SMYRNASOLAR,17082019,1300,60,kw
SMYRNASOLAR,17082019,1400,60,kw
SMYRNASOLAR,17082019,1500,60,kw
SMYRNASOLAR,17082019,1600,60,kw
SMYRNASOLAR,17082019,1700,60,kw
SMYRNASOLAR,17082019,1800,60,kw
SMYRNASOLAR,17082019,1900,60,kw
SMYRNASOLAR,17082019,2000,60,kw
SMYRNASOLAR,17082019,2100,60,kw
SMYRNASOLAR,17082019,2200,60,kw
SMYRNASOLAR,17082019,2300,60,kw
SMYRNASOLAR,17082019,0000,60,kw
SMYRNASOLAR,18082019,0100,60,kw
SMYRNASOLAR,18082019,0200,60,kw
SMYRNASOLAR,18082019,0300,60,kw
SMYRNASOLAR,18082019,0400,60,kw
SMYRNASOLAR,18082019,0500,60,kw
SMYRNASOLAR,18082019,0600,60,kw
SMYRNASOLAR,18082019,0700,60,kw
SMYRNASOLAR,18082019,0800,60,kw
SMYRNASOLAR,18082019,0900,60,kw
SMYRNASOLAR,18082019,1000,60,kw
SMYRNASOLAR,18082019,1100,60,kw
SMYRNASOLAR,18082019,1200,60,kw
SMYRNASOLAR,18082019,1300,60,kw
SMYRNASOLAR,18082019,1400,60,kw
SMYRNASOLAR,18082019,1500,60,kw
SMYRNASOLAR,18082019,1600,60,kw
SMYRNASOLAR,18082019,1700,60,kw
SMYRNASOLAR,18082019,1800,60,kw
SMYRNASOLAR,18082019,1900,60,kw
SMYRNASOLAR,18082019,2000,60,kw
SMYRNASOLAR,18082019,2100,60,kw
SMYRNASOLAR,18082019,2200,60,kw
SMYRNASOLAR,18082019,2300,60,kw
SMYRNASOLAR,18082019,0000,60,kw
SMYRNASOLAR,19082019,0100,60,kw
SMYRNASOLAR,19082019,0200,60,kw
SMYRNASOLAR,19082019,0300,60,kw
SMYRNASOLAR,19082019,0400,60,kw
SMYRNASOLAR,19082019,0500,60,kw
SMYRNASOLAR,19082019,0600,60,kw
SMYRNASOLAR,19082019,0700,60,kw
SMYRNASOLAR,19082019,0800,60,kw
SMYRNASOLAR,19082019,0900,60,kw
SMYRNASOLAR,19082019,1000,60,kw
SMYRNASOLAR,19082019,1100,60,kw
SMYRNASOLAR,19082019,1200,60,kw
SMYRNASOLAR,19082019,1300,60,kw
SMYRNASOLAR,19082019,1400,60,kw
SMYRNASOLAR,19082019,1500,60,kw
SMYRNASOLAR,19082019,1600,60,kw
SMYRNASOLAR,19082019,1700,60,kw
SMYRNASOLAR,19082019,1800,60,kw
SMYRNASOLAR,19082019,1900,60,kw
SMYRNASOLAR,19082019,2000,60,kw
SMYRNASOLAR,19082019,2100,60,kw
SMYRNASOLAR,19082019,2200,60,kw
SMYRNASOLAR,19082019,2300,60,kw
SMYRNASOLAR,19082019,0000,60,kw
SMYRNASOLAR,20082019,0100,60,kw
SMYRNASOLAR,20082019,0200,60,kw
SMYRNASOLAR,20082019,0300,60,kw
SMYRNASOLAR,20082019,0400,60,kw
SMYRNASOLAR,20082019,0500,60,kw
SMYRNASOLAR,20082019,0600,60,kw
SMYRNASOLAR,20082019,0700,60,kw
SMYRNASOLAR,20082019,0800,60,kw
SMYRNASOLAR,20082019,0900,60,kw
SMYRNASOLAR,20082019,1000,60,kw
SMYRNASOLAR,20082019,1100,60,kw
SMYRNASOLAR,20082019,1200,60,kw
SMYRNASOLAR,20082019,1300,60,kw
SMYRNASOLAR,20082019,1400,60,kw
SMYRNASOLAR,20082019,1500,60,kw
SMYRNASOLAR,20082019,1600,60,kw
SMYRNASOLAR,20082019,1700,60,kw
SMYRNASOLAR,20082019,1800,60,kw
SMYRNASOLAR,20082019,1900,60,kw
SMYRNASOLAR,20082019,2000,60,kw
SMYRNASOLAR,20082019,2100,60,kw
SMYRNASOLAR,20082019,2200,60,kw
SMYRNASOLAR,20082019,2300,60,kw
SMYRNASOLAR,20082019,0000,60,kw
SMYRNASOLAR,21082019,0100,60,kw
SMYRNASOLAR,21082019,0200,60,kw
SMYRNASOLAR,21082019,0300,60,kw
SMYRNASOLAR,21082019,0400,60,kw
SMYRNASOLAR,21082019,0500,60,kw
SMYRNASOLAR,21082019,0600,60,kw
SMYRNASOLAR,21082019,0700,60,kw
SMYRNASOLAR,21082019,0800,60,kw
SMYRNASOLAR,21082019,0900,60,kw
SMYRNASOLAR,21082019,1000,60,kw
SMYRNASOLAR,21082019,1100,60,kw
SMYRNASOLAR,21082019,1200,60,kw
SMYRNASOLAR,21082019,1300,60,kw
SMYRNASOLAR,21082019,1400,60,kw
SMYRNASOLAR,21082019,1500,60,kw
SMYRNASOLAR,21082019,1600,60,kw
SMYRNASOLAR,21082019,1700,60,kw
SMYRNASOLAR,21082019,1800,60,kw
SMYRNASOLAR,21082019,1900,60,kw
SMYRNASOLAR,21082019,2000,60,kw
SMYRNASOLAR,21082019,2100,60,kw
SMYRNASOLAR,21082019,2200,60,kw
SMYRNASOLAR,21082019,2300,60,kw
SMYRNASOLAR,21082019,0000,60,kw
SMYRNASOLAR,22082019,0100,60,kw
SMYRNASOLAR,22082019,0200,60,kw
SMYRNASOLAR,22082019,0300,60,kw
SMYRNASOLAR,22082019,0400,60,kw
SMYRNASOLAR,22082019,0500,60,kw
SMYRNASOLAR,22082019,0600,60,kw
SMYRNASOLAR,22082019,0700,60,kw
SMYRNASOLAR,22082019,0800,60,kw
SMYRNASOLAR,22082019,0900,60,kw
SMYRNASOLAR,22082019,1000,60,kw
SMYRNASOLAR,22082019,1100,60,kw
SMYRNASOLAR,22082019,1200,60,kw
SMYRNASOLAR,22082019,1300,60,kw
SMYRNASOLAR,22082019,1400,60,kw
SMYRNASOLAR,22082019,1500,60,kw
SMYRNASOLAR,22082019,1600,60,kw
SMYRNASOLAR,22082019,1700,60,kw
SMYRNASOLAR,22082019,1800,60,kw
SMYRNASOLAR,22082019,1900,60,kw
SMYRNASOLAR,22082019,2000,60,kw
SMYRNASOLAR,22082019,2100,60,kw
SMYRNASOLAR,22082019,2200,60,kw
SMYRNASOLAR,22082019,2300,60,kw
SMYRNASOLAR,22082019,0000,60,kw
SMYRNASOLAR,23082019,0100,60,kw
SMYRNASOLAR,23082019,0200,60,kw
SMYRNASOLAR,23082019,0300,60,kw
SMYRNASOLAR,23082019,0400,60,kw
SMYRNASOLAR,23082019,0500,60,kw
SMYRNASOLAR,23082019,0600,60,kw
SMYRNASOLAR,23082019,0700,60,kw
SMYRNASOLAR,23082019,0800,60,kw
SMYRNASOLAR,23082019,0900,60,kw
SMYRNASOLAR,23082019,1000,60,kw
SMYRNASOLAR,23082019,1100,60,kw
SMYRNASOLAR,23082019,1200,60,kw
SMYRNASOLAR,23082019,1300,60,kw
SMYRNASOLAR,23082019,1400,60,kw
SMYRNASOLAR,23082019,1500,60,kw
SMYRNASOLAR,23082019,1600,60,kw
SMYRNASOLAR,23082019,1700,60,kw
SMYRNASOLAR,23082019,1800,60,kw
SMYRNASOLAR,23082019,1900,60,kw
SMYRNASOLAR,23082019,2000,60,kw
SMYRNASOLAR,23082019,2100,60,kw
SMYRNASOLAR,23082019,2200,60,kw
SMYRNASOLAR,23082019,2300,60,kw
SMYRNASOLAR,23082019,0000,60,kw
SMYRNASOLAR,24082019,0100,60,kw
SMYRNASOLAR,24082019,0200,60,kw
SMYRNASOLAR,24082019,0300,60,kw
SMYRNASOLAR,24082019,0400,60,kw
SMYRNASOLAR,24082019,0500,60,kw
SMYRNASOLAR,24082019,0600,60,kw
SMYRNASOLAR,24082019,0700,60,kw
SMYRNASOLAR,24082019,0800,60,kw
SMYRNASOLAR,24082019,0900,60,kw
SMYRNASOLAR,24082019,1000,60,kw
SMYRNASOLAR,24082019,1100,60,kw
SMYRNASOLAR,24082019,1200,60,kw
SMYRNASOLAR,24082019,1300,60,kw
SMYRNASOLAR,24082019,1400,60,kw
SMYRNASOLAR,24082019,1500,60,kw
SMYRNASOLAR,24082019,1600,60,kw
SMYRNASOLAR,24082019,1700,60,kw
SMYRNASOLAR,24082019,1800,60,kw
SMYRNASOLAR,24082019,1900,60,kw
SMYRNASOLAR,24082019,2000,60,kw
SMYRNASOLAR,24082019,2100,60,kw
SMYRNASOLAR,24082019,2200,60,kw
SMYRNASOLAR,24082019,2300,60,kw
SMYRNASOLAR,24082019,0000,60,kw
SMYRNASOLAR,25082019,0100,60,kw
SMYRNASOLAR,25082019,0200,60,kw
SMYRNASOLAR,25082019,0300,60,kw
SMYRNASOLAR,25082019,0400,60,kw
SMYRNASOLAR,25082019,0500,60,kw
SMYRNASOLAR,25082019,0600,60,kw
SMYRNASOLAR,25082019,0700,60,kw
SMYRNASOLAR,25082019,0800,60,kw
SMYRNASOLAR,25082019,0900,60,kw
SMYRNASOLAR,25082019,1000,60,kw
SMYRNASOLAR,25082019,1100,60,kw
SMYRNASOLAR,25082019,1200,60,kw
SMYRNASOLAR,25082019,1300,60,kw
SMYRNASOLAR,25082019,1400,60,kw
SMYRNASOLAR,25082019,1500,60,kw
SMYRNASOLAR,25082019,1600,60,kw
SMYRNASOLAR,25082019,1700,60,kw
SMYRNASOLAR,25082019,1800,60,kw
SMYRNASOLAR,25082019,1900,60,kw
SMYRNASOLAR,25082019,2000,60,kw
SMYRNASOLAR,25082019,2100,60,kw
SMYRNASOLAR,25082019,2200,60,kw
SMYRNASOLAR,25082019,2300,60,kw
SMYRNASOLAR,25082019,0000,60,kw
SMYRNASOLAR,26082019,0100,60,kw
SMYRNASOLAR,26082019,0200,60,kw
SMYRNASOLAR,26082019,0300,60,kw
SMYRNASOLAR,26082019,0400,60,kw
SMYRNASOLAR,26082019,0500,60,kw
SMYRNASOLAR,26082019,0600,60,kw
SMYRNASOLAR,26082019,0700,60,kw
