Name,Time Stamp,Time,Interval,Unit,Power,x,y,z
tcnj_COGEN_kw,061319,0100,15,kw,4063.79,0,0,0
tcnj_COGEN_kw,061319,0115,15,kw,4063.83,0,0,0
tcnj_COGEN_kw,061319,0130,15,kw,4063.74,0,0,0
tcnj_COGEN_kw,061319,0145,15,kw,4063.73,0,0,0
tcnj_COGEN_kw,061319,0200,15,kw,4063.8,0,0,0
tcnj_COGEN_kw,061319,0215,15,kw,4063.55,0,0,0
tcnj_COGEN_kw,061319,0230,15,kw,4063.66,0,0,0
tcnj_COGEN_kw,061319,0245,15,kw,4063.63,0,0,0
tcnj_COGEN_kw,061319,0300,15,kw,4063.59,0,0,0
tcnj_COGEN_kw,061319,0315,15,kw,4063.62,0,0,0
tcnj_COGEN_kw,061319,0330,15,kw,4063.63,0,0,0
tcnj_COGEN_kw,061319,0345,15,kw,4063.55,0,0,0
tcnj_COGEN_kw,061319,0400,15,kw,4063.67,0,0,0
tcnj_COGEN_kw,061319,0415,15,kw,4063.72,0,0,0
tcnj_COGEN_kw,061319,0430,15,kw,4063.6,0,0,0
tcnj_COGEN_kw,061319,0445,15,kw,4063.7,0,0,0
tcnj_COGEN_kw,061319,0500,15,kw,4063.61,0,0,0
tcnj_COGEN_kw,061319,0515,15,kw,4063.74,0,0,0
tcnj_COGEN_kw,061319,0530,15,kw,4063.61,0,0,0
tcnj_COGEN_kw,061319,0545,15,kw,4063.78,0,0,0
tcnj_COGEN_kw,061319,0600,15,kw,4389.21,0,0,0
tcnj_COGEN_kw,061319,0615,15,kw,4520.41,0,0,0
tcnj_COGEN_kw,061319,0630,15,kw,4542.37,0,0,0
tcnj_COGEN_kw,061319,0645,15,kw,4529.92,0,0,0
tcnj_COGEN_kw,061319,0700,15,kw,4562.58,0,0,0
tcnj_COGEN_kw,061319,0715,15,kw,4571.12,0,0,0
tcnj_COGEN_kw,061319,0730,15,kw,4571.24,0,0,0
tcnj_COGEN_kw,061319,0745,15,kw,4570.98,0,0,0
tcnj_COGEN_kw,061319,0800,15,kw,4571.03,0,0,0
tcnj_COGEN_kw,061319,0815,15,kw,4571.16,0,0,0
tcnj_COGEN_kw,061319,0830,15,kw,4618.02,0,0,0
tcnj_COGEN_kw,061319,0845,15,kw,4774.01,0,0,0
tcnj_COGEN_kw,061319,0900,15,kw,4773.94,0,0,0
tcnj_COGEN_kw,061319,0915,15,kw,4893.01,0,0,0
tcnj_COGEN_kw,061319,0930,15,kw,5058.21,0,0,0
tcnj_COGEN_kw,061319,0945,15,kw,5056.23,0,0,0
tcnj_COGEN_kw,061319,1000,15,kw,4827.27,0,0,0
tcnj_COGEN_kw,061319,1015,15,kw,4672.81,0,0,0
tcnj_COGEN_kw,061319,1030,15,kw,4771.74,0,0,0
tcnj_COGEN_kw,061319,1045,15,kw,4773.88,0,0,0
tcnj_COGEN_kw,061319,1100,15,kw,4774.13,0,0,0
tcnj_COGEN_kw,061319,1115,15,kw,4774.01,0,0,0
tcnj_COGEN_kw,061319,1130,15,kw,4773.98,0,0,0
tcnj_COGEN_kw,061319,1145,15,kw,4773.88,0,0,0
tcnj_COGEN_kw,061319,1200,15,kw,4773.7,0,0,0
tcnj_COGEN_kw,061319,1215,15,kw,4774.09,0,0,0
tcnj_COGEN_kw,061319,1230,15,kw,4774.01,0,0,0
tcnj_COGEN_kw,061319,1245,15,kw,4774.22,0,0,0
tcnj_COGEN_kw,061319,1300,15,kw,4673.81,0,0,0
tcnj_COGEN_kw,061319,1315,15,kw,4672.76,0,0,0
tcnj_COGEN_kw,061319,1330,15,kw,4672.73,0,0,0
tcnj_COGEN_kw,061319,1345,15,kw,4672.52,0,0,0
tcnj_COGEN_kw,061319,1400,15,kw,4672.54,0,0,0
tcnj_COGEN_kw,061319,1415,15,kw,4672.79,0,0,0
tcnj_COGEN_kw,061319,1430,15,kw,4672.64,0,0,0
tcnj_COGEN_kw,061319,1445,15,kw,4672.64,0,0,0
tcnj_COGEN_kw,061319,1500,15,kw,4672.55,0,0,0
tcnj_COGEN_kw,061319,1515,15,kw,4672.68,0,0,0
tcnj_COGEN_kw,061319,1530,15,kw,4672.64,0,0,0
tcnj_COGEN_kw,061319,1545,15,kw,4509.39,0,0,0
tcnj_COGEN_kw,061319,1600,15,kw,4469.9,0,0,0
tcnj_COGEN_kw,061319,1615,15,kw,4469.96,0,0,0
tcnj_COGEN_kw,061319,1630,15,kw,4469.82,0,0,0
tcnj_COGEN_kw,061319,1645,15,kw,4469.99,0,0,0
tcnj_COGEN_kw,061319,1700,15,kw,4469.89,0,0,0
tcnj_COGEN_kw,061319,1715,15,kw,4469.85,0,0,0
tcnj_COGEN_kw,061319,1730,15,kw,4469.75,0,0,0
tcnj_COGEN_kw,061319,1745,15,kw,4469.87,0,0,0
tcnj_COGEN_kw,061319,1800,15,kw,4469.67,0,0,0
tcnj_COGEN_kw,061319,1815,15,kw,4469.74,0,0,0
tcnj_COGEN_kw,061319,1830,15,kw,4469.76,0,0,0
tcnj_COGEN_kw,061319,1845,15,kw,4469.76,0,0,0
tcnj_COGEN_kw,061319,1900,15,kw,4469.99,0,0,0
tcnj_COGEN_kw,061319,1915,15,kw,4470.02,0,0,0
tcnj_COGEN_kw,061319,1930,15,kw,4469.87,0,0,0
tcnj_COGEN_kw,061319,1945,15,kw,4469.81,0,0,0
tcnj_COGEN_kw,061319,2000,15,kw,4469.77,0,0,0
tcnj_COGEN_kw,061319,2015,15,kw,4469.68,0,0,0
tcnj_COGEN_kw,061319,2030,15,kw,4469.75,0,0,0
tcnj_COGEN_kw,061319,2045,15,kw,4469.85,0,0,0
tcnj_COGEN_kw,061319,2100,15,kw,4469.9,0,0,0
tcnj_COGEN_kw,061319,2115,15,kw,4469.58,0,0,0
tcnj_COGEN_kw,061319,2130,15,kw,4469.79,0,0,0
tcnj_COGEN_kw,061319,2145,15,kw,4469.65,0,0,0
tcnj_COGEN_kw,061319,2200,15,kw,4469.6,0,0,0
tcnj_COGEN_kw,061319,2215,15,kw,4469.83,0,0,0
tcnj_COGEN_kw,061319,2230,15,kw,4469.52,0,0,0
tcnj_COGEN_kw,061319,2245,15,kw,4469.69,0,0,0
tcnj_COGEN_kw,061319,2300,15,kw,4469.65,0,0,0
tcnj_COGEN_kw,061319,2315,15,kw,4466.43,0,0,0
tcnj_COGEN_kw,061319,2330,15,kw,4464.89,0,0,0
tcnj_COGEN_kw,061319,2345,15,kw,4388.81,0,0,0
tcnj_COGEN_kw,061419,0000,15,kw,4333.79,0,0,0
tcnj_COGEN_kw,061419,0015,15,kw,4316.83,0,0,0
tcnj_COGEN_kw,061419,0030,15,kw,4292.96,0,0,0
tcnj_COGEN_kw,061419,0045,15,kw,4284.2,0,0,0
tcnj_COGEN_kw,061419,0100,15,kw,4261.04,0,0,0
tcnj_COGEN_kw,061419,0115,15,kw,4262.17,0,0,0
tcnj_COGEN_kw,061419,0130,15,kw,4247.82,0,0,0
tcnj_COGEN_kw,061419,0145,15,kw,4252.71,0,0,0
tcnj_COGEN_kw,061419,0200,15,kw,4234.84,0,0,0
tcnj_COGEN_kw,061419,0215,15,kw,4233.07,0,0,0
tcnj_COGEN_kw,061419,0230,15,kw,4243.03,0,0,0
tcnj_COGEN_kw,061419,0245,15,kw,4234.01,0,0,0
tcnj_COGEN_kw,061419,0300,15,kw,4225.7,0,0,0
tcnj_COGEN_kw,061419,0315,15,kw,4225.94,0,0,0
tcnj_COGEN_kw,061419,0330,15,kw,4281.05,0,0,0
tcnj_COGEN_kw,061419,0345,15,kw,4241.37,0,0,0
tcnj_COGEN_kw,061419,0400,15,kw,4278.9,0,0,0
tcnj_COGEN_kw,061419,0415,15,kw,4231.16,0,0,0
tcnj_COGEN_kw,061419,0430,15,kw,4237.44,0,0,0
tcnj_COGEN_kw,061419,0445,15,kw,4232.37,0,0,0
tcnj_COGEN_kw,061419,0500,15,kw,4277.08,0,0,0
tcnj_COGEN_kw,061419,0515,15,kw,4327.51,0,0,0
tcnj_COGEN_kw,061419,0530,15,kw,4353.84,0,0,0
tcnj_COGEN_kw,061419,0545,15,kw,4367.62,0,0,0
tcnj_COGEN_kw,061419,0600,15,kw,4351.92,0,0,0
tcnj_COGEN_kw,061419,0615,15,kw,4419.92,0,0,0
tcnj_COGEN_kw,061419,0630,15,kw,4455.2,0,0,0
tcnj_COGEN_kw,061419,0645,15,kw,4459.58,0,0,0
tcnj_COGEN_kw,061419,0700,15,kw,4465.79,0,0,0
tcnj_COGEN_kw,061419,0715,15,kw,4469.65,0,0,0
tcnj_COGEN_kw,061419,0730,15,kw,4469.81,0,0,0
tcnj_COGEN_kw,061419,0745,15,kw,4478.93,0,0,0
tcnj_COGEN_kw,061419,0800,15,kw,4683.88,0,0,0
tcnj_COGEN_kw,061419,0815,15,kw,4716.57,0,0,0
tcnj_COGEN_kw,061419,0830,15,kw,4716.75,0,0,0
tcnj_COGEN_kw,061419,0845,15,kw,4720.78,0,0,0
tcnj_COGEN_kw,061419,0900,15,kw,4748.75,0,0,0
tcnj_COGEN_kw,061419,0915,15,kw,4751.4,0,0,0
tcnj_COGEN_kw,061419,0930,15,kw,4752.02,0,0,0
tcnj_COGEN_kw,061419,0945,15,kw,4749.91,0,0,0
tcnj_COGEN_kw,061419,1000,15,kw,4716.2,0,0,0
tcnj_COGEN_kw,061419,1015,15,kw,4666.14,0,0,0
tcnj_COGEN_kw,061419,1030,15,kw,4665.92,0,0,0
tcnj_COGEN_kw,061419,1045,15,kw,4666.01,0,0,0
tcnj_COGEN_kw,061419,1100,15,kw,4665.99,0,0,0
tcnj_COGEN_kw,061419,1115,15,kw,4666.03,0,0,0
tcnj_COGEN_kw,061419,1130,15,kw,4666.05,0,0,0
tcnj_COGEN_kw,061419,1145,15,kw,4665.94,0,0,0
tcnj_COGEN_kw,061419,1200,15,kw,4666.03,0,0,0
tcnj_COGEN_kw,061419,1215,15,kw,4665.97,0,0,0
tcnj_COGEN_kw,061419,1230,15,kw,4665.87,0,0,0
tcnj_COGEN_kw,061419,1245,15,kw,4666.06,0,0,0
tcnj_COGEN_kw,061419,1300,15,kw,4665.89,0,0,0
tcnj_COGEN_kw,061419,1315,15,kw,4666.09,0,0,0
tcnj_COGEN_kw,061419,1330,15,kw,4665.85,0,0,0
tcnj_COGEN_kw,061419,1345,15,kw,4665.94,0,0,0
tcnj_COGEN_kw,061419,1400,15,kw,4666.99,0,0,0
tcnj_COGEN_kw,061419,1415,15,kw,4666.1,0,0,0
tcnj_COGEN_kw,061419,1430,15,kw,4666.12,0,0,0
tcnj_COGEN_kw,061419,1445,15,kw,4666,0,0,0
tcnj_COGEN_kw,061419,1500,15,kw,4665.97,0,0,0
tcnj_COGEN_kw,061419,1515,15,kw,4666.23,0,0,0
tcnj_COGEN_kw,061419,1530,15,kw,3244.89,0,0,0
tcnj_COGEN_kw,061419,1545,15,kw,3165.19,0,0,0
tcnj_COGEN_kw,061419,1600,15,kw,3142.39,0,0,0
tcnj_COGEN_kw,061419,1615,15,kw,3132.21,0,0,0
tcnj_COGEN_kw,061419,1630,15,kw,3148.88,0,0,0
tcnj_COGEN_kw,061419,1645,15,kw,1333.82,0,0,0
tcnj_COGEN_kw,061419,1700,15,kw,868.73,0,0,0
tcnj_COGEN_kw,061419,1715,15,kw,4054.02,0,0,0
tcnj_COGEN_kw,061419,1730,15,kw,4445.84,0,0,0
tcnj_COGEN_kw,061419,1745,15,kw,4432.1,0,0,0
tcnj_COGEN_kw,061419,1800,15,kw,4365.01,0,0,0
tcnj_COGEN_kw,061419,1815,15,kw,4403.53,0,0,0
tcnj_COGEN_kw,061419,1830,15,kw,4412.01,0,0,0
tcnj_COGEN_kw,061419,1845,15,kw,4429.61,0,0,0
tcnj_COGEN_kw,061419,1900,15,kw,4381.94,0,0,0
tcnj_COGEN_kw,061419,1915,15,kw,4347.86,0,0,0
tcnj_COGEN_kw,061419,1930,15,kw,4351.54,0,0,0
tcnj_COGEN_kw,061419,1945,15,kw,4375.68,0,0,0
tcnj_COGEN_kw,061419,2000,15,kw,2251.88,0,0,0
tcnj_COGEN_kw,061419,2015,15,kw,0,0,0,0
tcnj_COGEN_kw,061419,2030,15,kw,3174.84,0,0,0
tcnj_COGEN_kw,061419,2045,15,kw,4635.93,0,0,0
tcnj_COGEN_kw,061419,2100,15,kw,4622.54,0,0,0
tcnj_COGEN_kw,061419,2115,15,kw,4605.83,0,0,0
tcnj_COGEN_kw,061419,2130,15,kw,4581.69,0,0,0
tcnj_COGEN_kw,061419,2145,15,kw,4621.52,0,0,0
tcnj_COGEN_kw,061419,2200,15,kw,4599.59,0,0,0
tcnj_COGEN_kw,061419,2215,15,kw,4532.9,0,0,0
tcnj_COGEN_kw,061419,2230,15,kw,4509.38,0,0,0
tcnj_COGEN_kw,061419,2245,15,kw,4490.41,0,0,0
tcnj_COGEN_kw,061419,2300,15,kw,4502.92,0,0,0
tcnj_COGEN_kw,061419,2315,15,kw,4279.75,0,0,0
tcnj_COGEN_kw,061419,2330,15,kw,4252.94,0,0,0
tcnj_COGEN_kw,061419,2345,15,kw,4155.1,0,0,0
tcnj_COGEN_kw,061519,0000,15,kw,4120.14,0,0,0
tcnj_COGEN_kw,061519,0015,15,kw,4115.16,0,0,0
tcnj_COGEN_kw,061519,0030,15,kw,4100.96,0,0,0
tcnj_COGEN_kw,061519,0045,15,kw,4094.06,0,0,0
tcnj_COGEN_kw,061519,0100,15,kw,4087.82,0,0,0
tcnj_COGEN_kw,061519,0115,15,kw,4090.45,0,0,0
tcnj_COGEN_kw,061519,0130,15,kw,4065.76,0,0,0
tcnj_COGEN_kw,061519,0145,15,kw,4071.37,0,0,0
tcnj_COGEN_kw,061519,0200,15,kw,4054.51,0,0,0
tcnj_COGEN_kw,061519,0215,15,kw,4037.64,0,0,0
tcnj_COGEN_kw,061519,0230,15,kw,4099.99,0,0,0
tcnj_COGEN_kw,061519,0245,15,kw,4067.86,0,0,0
tcnj_COGEN_kw,061519,0300,15,kw,4059.28,0,0,0
tcnj_COGEN_kw,061519,0315,15,kw,4065.27,0,0,0
tcnj_COGEN_kw,061519,0330,15,kw,4091.54,0,0,0
tcnj_COGEN_kw,061519,0345,15,kw,4045.45,0,0,0
tcnj_COGEN_kw,061519,0400,15,kw,4070.14,0,0,0
tcnj_COGEN_kw,061519,0415,15,kw,4061.85,0,0,0
tcnj_COGEN_kw,061519,0430,15,kw,4054.58,0,0,0
tcnj_COGEN_kw,061519,0445,15,kw,4071.27,0,0,0
tcnj_COGEN_kw,061519,0500,15,kw,4088.66,0,0,0
tcnj_COGEN_kw,061519,0515,15,kw,4171.5,0,0,0
tcnj_COGEN_kw,061519,0530,15,kw,4174.86,0,0,0
tcnj_COGEN_kw,061519,0545,15,kw,4190.59,0,0,0
tcnj_COGEN_kw,061519,0600,15,kw,4161.02,0,0,0
tcnj_COGEN_kw,061519,0615,15,kw,4203.8,0,0,0
tcnj_COGEN_kw,061519,0630,15,kw,4273.75,0,0,0
tcnj_COGEN_kw,061519,0645,15,kw,4311.09,0,0,0
tcnj_COGEN_kw,061519,0700,15,kw,4330.48,0,0,0
tcnj_COGEN_kw,061519,0715,15,kw,4422.95,0,0,0
tcnj_COGEN_kw,061519,0730,15,kw,4515.75,0,0,0
tcnj_COGEN_kw,061519,0745,15,kw,4507.98,0,0,0
tcnj_COGEN_kw,061519,0800,15,kw,4509.12,0,0,0
tcnj_COGEN_kw,061519,0815,15,kw,4585.06,0,0,0
tcnj_COGEN_kw,061519,0830,15,kw,4582.29,0,0,0
tcnj_COGEN_kw,061519,0845,15,kw,4626.4,0,0,0
tcnj_COGEN_kw,061519,0900,15,kw,4605.37,0,0,0
tcnj_COGEN_kw,061519,0915,15,kw,4618.39,0,0,0
tcnj_COGEN_kw,061519,0930,15,kw,4648.85,0,0,0
tcnj_COGEN_kw,061519,0945,15,kw,4653,0,0,0
tcnj_COGEN_kw,061519,1000,15,kw,3442.32,0,0,0
tcnj_COGEN_kw,061519,1015,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1030,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1045,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1100,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1115,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1130,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1145,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1200,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1215,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1230,15,kw,0,0,0,0
tcnj_COGEN_kw,061519,1245,15,kw,4392.49,0,0,0
tcnj_COGEN_kw,061519,1300,15,kw,4960.09,0,0,0
tcnj_COGEN_kw,061519,1315,15,kw,4691.35,0,0,0
tcnj_COGEN_kw,061519,1330,15,kw,4268.71,0,0,0
tcnj_COGEN_kw,061519,1345,15,kw,4268.84,0,0,0
tcnj_COGEN_kw,061519,1400,15,kw,4268.75,0,0,0
tcnj_COGEN_kw,061519,1415,15,kw,4268.8,0,0,0
tcnj_COGEN_kw,061519,1430,15,kw,4268.55,0,0,0
tcnj_COGEN_kw,061519,1445,15,kw,4268.71,0,0,0
tcnj_COGEN_kw,061519,1500,15,kw,4268.06,0,0,0
tcnj_COGEN_kw,061519,1515,15,kw,4267.94,0,0,0
tcnj_COGEN_kw,061519,1530,15,kw,4267.92,0,0,0
tcnj_COGEN_kw,061519,1545,15,kw,4267.72,0,0,0
tcnj_COGEN_kw,061519,1600,15,kw,4267.64,0,0,0
tcnj_COGEN_kw,061519,1615,15,kw,4267.65,0,0,0
tcnj_COGEN_kw,061519,1630,15,kw,4267.63,0,0,0
tcnj_COGEN_kw,061519,1645,15,kw,4267.66,0,0,0
tcnj_COGEN_kw,061519,1700,15,kw,4267.57,0,0,0
tcnj_COGEN_kw,061519,1715,15,kw,4267.57,0,0,0
tcnj_COGEN_kw,061519,1730,15,kw,4267.49,0,0,0
tcnj_COGEN_kw,061519,1745,15,kw,4267.55,0,0,0
tcnj_COGEN_kw,061519,1800,15,kw,4267.5,0,0,0
tcnj_COGEN_kw,061519,1815,15,kw,4267.43,0,0,0
tcnj_COGEN_kw,061519,1830,15,kw,4267.45,0,0,0
tcnj_COGEN_kw,061519,1845,15,kw,4267.29,0,0,0
tcnj_COGEN_kw,061519,1900,15,kw,4267.39,0,0,0
tcnj_COGEN_kw,061519,1915,15,kw,4267.35,0,0,0
tcnj_COGEN_kw,061519,1930,15,kw,4267.21,0,0,0
tcnj_COGEN_kw,061519,1945,15,kw,4267.21,0,0,0
tcnj_COGEN_kw,061519,2000,15,kw,4267.29,0,0,0
tcnj_COGEN_kw,061519,2015,15,kw,4267.19,0,0,0
tcnj_COGEN_kw,061519,2030,15,kw,4267.24,0,0,0
tcnj_COGEN_kw,061519,2045,15,kw,4267.4,0,0,0
tcnj_COGEN_kw,061519,2100,15,kw,4267.36,0,0,0
tcnj_COGEN_kw,061519,2115,15,kw,4267.34,0,0,0
tcnj_COGEN_kw,061519,2130,15,kw,4267.17,0,0,0
tcnj_COGEN_kw,061519,2145,15,kw,4267.14,0,0,0
tcnj_COGEN_kw,061519,2200,15,kw,4267.46,0,0,0
tcnj_COGEN_kw,061519,2215,15,kw,4267.07,0,0,0
tcnj_COGEN_kw,061519,2230,15,kw,4267.19,0,0,0
tcnj_COGEN_kw,061519,2245,15,kw,4267.24,0,0,0
tcnj_COGEN_kw,061519,2300,15,kw,4267.18,0,0,0
tcnj_COGEN_kw,061519,2315,15,kw,4266.45,0,0,0
tcnj_COGEN_kw,061519,2330,15,kw,4265.7,0,0,0
tcnj_COGEN_kw,061519,2345,15,kw,4253.36,0,0,0
tcnj_COGEN_kw,061619,0000,15,kw,4199.38,0,0,0
tcnj_COGEN_kw,061619,0015,15,kw,4157.08,0,0,0
tcnj_COGEN_kw,061619,0030,15,kw,4170.38,0,0,0
tcnj_COGEN_kw,061619,0045,15,kw,4156.94,0,0,0
tcnj_COGEN_kw,061619,0100,15,kw,4137.08,0,0,0
tcnj_COGEN_kw,061619,0115,15,kw,4116.96,0,0,0
tcnj_COGEN_kw,061619,0130,15,kw,4178.45,0,0,0
tcnj_COGEN_kw,061619,0145,15,kw,4143.67,0,0,0
tcnj_COGEN_kw,061619,0200,15,kw,4163.09,0,0,0
tcnj_COGEN_kw,061619,0215,15,kw,4141.5,0,0,0
tcnj_COGEN_kw,061619,0230,15,kw,4145.82,0,0,0
tcnj_COGEN_kw,061619,0245,15,kw,4157.83,0,0,0
tcnj_COGEN_kw,061619,0300,15,kw,4175.18,0,0,0
tcnj_COGEN_kw,061619,0315,15,kw,4148.94,0,0,0
tcnj_COGEN_kw,061619,0330,15,kw,4181.89,0,0,0
tcnj_COGEN_kw,061619,0345,15,kw,4149.44,0,0,0
tcnj_COGEN_kw,061619,0400,15,kw,4169.38,0,0,0
tcnj_COGEN_kw,061619,0415,15,kw,4165.4,0,0,0
tcnj_COGEN_kw,061619,0430,15,kw,4162.63,0,0,0
tcnj_COGEN_kw,061619,0445,15,kw,4188.48,0,0,0
tcnj_COGEN_kw,061619,0500,15,kw,4169.93,0,0,0
tcnj_COGEN_kw,061619,0515,15,kw,4241.7,0,0,0
tcnj_COGEN_kw,061619,0530,15,kw,4264.02,0,0,0
tcnj_COGEN_kw,061619,0545,15,kw,4265.75,0,0,0
tcnj_COGEN_kw,061619,0600,15,kw,4261.86,0,0,0
tcnj_COGEN_kw,061619,0615,15,kw,4266.75,0,0,0
tcnj_COGEN_kw,061619,0630,15,kw,4266.5,0,0,0
tcnj_COGEN_kw,061619,0645,15,kw,4266.78,0,0,0
tcnj_COGEN_kw,061619,0700,15,kw,4266.8,0,0,0
tcnj_COGEN_kw,061619,0715,15,kw,NaN,0,0,0
tcnj_COGEN_kw,061619,0730,15,kw,4266.9,0,0,0
tcnj_COGEN_kw,061619,0745,15,kw,4266.95,0,0,0
tcnj_COGEN_kw,061619,0800,15,kw,4360.25,0,0,0
tcnj_COGEN_kw,061619,0815,15,kw,4368.65,0,0,0
tcnj_COGEN_kw,061619,0830,15,kw,4368.33,0,0,0
tcnj_COGEN_kw,061619,0845,15,kw,4368.57,0,0,0
tcnj_COGEN_kw,061619,0900,15,kw,4368.42,0,0,0
tcnj_COGEN_kw,061619,0915,15,kw,4368.51,0,0,0
tcnj_COGEN_kw,061619,0930,15,kw,4368.49,0,0,0
tcnj_COGEN_kw,061619,0945,15,kw,4368.5,0,0,0
tcnj_COGEN_kw,061619,1000,15,kw,4368.73,0,0,0
tcnj_COGEN_kw,061619,1015,15,kw,4368.66,0,0,0
tcnj_COGEN_kw,061619,1030,15,kw,4368.54,0,0,0
tcnj_COGEN_kw,061619,1045,15,kw,4368.38,0,0,0
tcnj_COGEN_kw,061619,1100,15,kw,4368.35,0,0,0
tcnj_COGEN_kw,061619,1115,15,kw,4368.02,0,0,0
tcnj_COGEN_kw,061619,1130,15,kw,4368.25,0,0,0
tcnj_COGEN_kw,061619,1145,15,kw,4368.22,0,0,0
tcnj_COGEN_kw,061619,1200,15,kw,4368.46,0,0,0
tcnj_COGEN_kw,061619,1215,15,kw,4368.3,0,0,0
tcnj_COGEN_kw,061619,1230,15,kw,4368.53,0,0,0
tcnj_COGEN_kw,061619,1245,15,kw,4144.71,0,0,0
tcnj_COGEN_kw,061619,1300,15,kw,4064.32,0,0,0
tcnj_COGEN_kw,061619,1315,15,kw,4064.34,0,0,0
tcnj_COGEN_kw,061619,1330,15,kw,4064.11,0,0,0
tcnj_COGEN_kw,061619,1345,15,kw,4064.1,0,0,0
tcnj_COGEN_kw,061619,1400,15,kw,4064.16,0,0,0
tcnj_COGEN_kw,061619,1415,15,kw,4063.98,0,0,0
tcnj_COGEN_kw,061619,1430,15,kw,4064.21,0,0,0
tcnj_COGEN_kw,061619,1445,15,kw,4064.13,0,0,0
tcnj_COGEN_kw,061619,1500,15,kw,4064.16,0,0,0
tcnj_COGEN_kw,061619,1515,15,kw,4064.21,0,0,0
tcnj_COGEN_kw,061619,1530,15,kw,4064.27,0,0,0
tcnj_COGEN_kw,061619,1545,15,kw,4064.16,0,0,0
tcnj_COGEN_kw,061619,1600,15,kw,4064.32,0,0,0
tcnj_COGEN_kw,061619,1615,15,kw,4064.25,0,0,0
tcnj_COGEN_kw,061619,1630,15,kw,4064.06,0,0,0
tcnj_COGEN_kw,061619,1645,15,kw,4064.21,0,0,0
tcnj_COGEN_kw,061619,1700,15,kw,4064.15,0,0,0
tcnj_COGEN_kw,061619,1715,15,kw,4064.39,0,0,0
tcnj_COGEN_kw,061619,1730,15,kw,4064.19,0,0,0
tcnj_COGEN_kw,061619,1745,15,kw,4064.22,0,0,0
